ID,Nombre,Dirección,Número,Código postal,districtCode,Colonia,altitude,nearbyStations/0,location/lat,location/lon,Tipo de estación,nearbyStations/1,nearbyStations/2,nearbyStations/3,nearbyStations/4,nearbyStations/5,punto_geo
127,127 PUEBLA-MERIDA,127 -  Puebla-Merida,S/N,,R-N,Roma Norte,,125,19.423318,-99.15833,BIKE,128,130,,,,"19.423318,-99.15833"
139,E139 TONALÁ-GUANJUATO,139 - Tonalá-Guanajuato,S/N,,R-N,Roma Norte,,33,19.416128,-99.162097,ELECTRIC_BIKE,136,141,155,,,"19.416128,-99.162097"
155,E155 JALAPA-TLAXCALA,155 - Jalapa-Tlaxcala,S/N,,ROM,Roma Sur,,139,19.408218,-99.159911,ELECTRIC_BIKE,147,151,,,,"19.408218,-99.159911"
409,409 AZORES-DIVISIÓN DEL NORTE,409 - Azores-División Del Norte,S/N,3310,SCA,Santa Cruz Atoyac,,408,19.365102,-99.155499,BIKE,410,430,,,,"19.365102,-99.155499"
328,328 AVENIDA 1-CALLE 7,328 - Avenida 1-Calle 7,S/N,3800,SPP,San Pedro de los Pinos,,311,19.392586,-99.184742,BIKE,312,329,,,,"19.392586,-99.184742"
254,254 ALFONSO HERRERA-MIGUEL SHULTZ,254 - Alfonso Herrera-Miguel Shultz,S/N,,S-R,San Rafael,,160,19.43935,-99.16007,BIKE,174,256,,,,"19.43935,-99.16007"
8,8 REFORMA-GENERAL PRIM,008 - Reforma - General Prim,S/N,06500,TAB,Tabacalera,,3,19.431141,-99.158317,BIKE,20,86,,,,"19.431141,-99.158317"
245,245 LAGO ONEGA-AV. EJERCITO NACIONAL,245 - Lago Onega-Av. Ejército Nacional,S/N,11510,GRA,Granada,,196,19.43819,-99.19048,BIKE,200,201,,,,"19.43819,-99.19048"
461,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,S/N,,IRR,Irrigación,,197,19.440106,-99.210031,BIKE,240,460,,,,"19.440106,-99.210031"
167,167 GENERAL SALVADOR ALVARADO-PROGRESO,167 - General Salvador Alvarado-Progreso,S/N,,ESC,Escandón,,168,19.404651,-99.179375,BIKE,172,178,,,,"19.404651,-99.179375"
467,E467  LAGO MAYOR-LAGO ALBERTO,467  LAGO MAYOR-LAGO ALBERTO,S/N,,GRA,Granada,,464,19.440399,-99.186784,ELECTRIC_BIKE,472,479,,,,"19.440399,-99.186784"
326,326 EUGENIA-NEBRASKA,326 - Eugenia-Nebraska,S/N,3840,AMN,Ampliación Nápoles,,327,19.388978,-99.174811,BIKE,334,335,,,,"19.388978,-99.174811"
253,253 DANTE-TOLSTOI,253 - Dante-Tolstoi,S/N,11510,1,Ampliación Granada,,195,19.425835,-99.177924,"BIKE,TPV",252,261,,,,"19.425835,-99.177924"
437,437 MORAS-COMUNAL,437 - Moras-Comunal,S/N,3240,1,Ampliación Granada,,423,19.36480833,-99.17602222,BIKE,436,438,,,,"19.36480833,-99.17602222"
123,123 CLAUDIO BERNARD-DR. LAVISTA,123 - Claudio Bernard-Dr. Lavista,S/N,06500,1,Ampliación Granada,,124,19.424161,-99.153117,BIKE,125,133,,,,"19.424161,-99.153117"
98,98 EMILIO DONDE-AV. BALDERAS,098 - Emilio Dondé-Av. Balderas,S/N,06500,CEN,Centro,,107,19.430267,-99.14861,BIKE,108,,,,,"19.430267,-99.14861"
268,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA,268 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,,BUE,Buenavista,,176,19.442467,-99.151658,BIKE,269,273,,,,"19.442467,-99.151658"
477,477 LAGO ISEO-LAGUNA DE MAYRÁN,477 LAGO ISEO-LAGUNA DE MAYRÁN,S/N,,ANI,Anáhuac I,,475,19.440905,-99.181743,BIKE,476,478,,,,"19.440905,-99.181743"
286,286 13 DE SEPTIEMBRE-AVENIDA PATRIOTISMO,286 - 13 De Septiembre-Avenida Patriotismo,S/N,11800,ESC,Escandón,,171,19.399201,-99.179943,BIKE,285,287,,,,"19.399201,-99.179943"
396,396 MARTÍN MENLALDE-FELIX CUEVAS,396 - Martín Menlalde-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,394,19.371554,-99.170187,BIKE,395,413,,,,"19.371554,-99.170187"
337,337 SAN BORJA-MARTÍN MENLALDE,337 - San Borja-Martín Menlalde,S/N,3100,DVC,Del Valle Centro,,324,19.384849,-99.16704,"BIKE,TPV",336,338,,,,"19.384849,-99.16704"
297,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,297 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,NAR,Narvarte Poniente,,295,19.394412,-99.158907,BIKE,296,320,,,,"19.394412,-99.158907"
294,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,294 - Nicolás San Juan-Eje 4 Sur Xola,S/N,3020,NAR,Narvarte Poniente,,282,19.396513,-99.160924,BIKE,295,298,,,,"19.396513,-99.160924"
376,376 PITÁGORAS-AV. UNIVERSIDAD,376 - Pitágoras-Av. Universidad,S/N,3650,LEV,Letran Valle,,374,19.375442,-99.161595,BIKE,375,377,,,,"19.375442,-99.161595"
116,116 LONDRES-ROMA,116 - Londres-Roma,S/N,06500,JUA,Juárez,,115,19.428985,-99.15664,BIKE,118,199,,,,"19.428985,-99.15664"
408,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,408 - Prolongación Petén-General Emiliano Zapata,S/N,3320,REE,Residencial Emperadores,,407,19.36677,-99.156843,BIKE,409,410,,,,"19.36677,-99.156843"
190,E190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,S/N,,SMC,San Miguel Chapultepec,,33,19.409569,-99.183833,ELECTRIC_BIKE,187,189,449,,,"19.409569,-99.183833"
382,382 SAN LORENZO-AV. INSURGENTES,382 - San Lorenzo-Av. Insurgentes,S/N,3200,TLA,Tlacoquemecatl,,381,19.375591,-99.178084,BIKE,387,389,,,,"19.375591,-99.178084"
441,441 PUENTE XOCO-REAL DE MAYORAZGO,441 - Puente Xoco-Real De Mayorazgo,S/N,3330,XOC,Xoco,,433,19.361215,-99.167527,BIKE,440,442,,,,"19.361215,-99.167527"
191,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,S/N,,SMC,San Miguel Chapultepec,,176,19.4079,-99.18795,BIKE,189,190,,,,"19.4079,-99.18795"
161,161 QUINTANA ROO-MANZANILLO,161 - Quintana Roo-Manzanillo,S/N,,ROM,Roma Sur,,153,19.405533,-99.164913,BIKE,157,162,,,,"19.405533,-99.164913"
54,54 PARQUE ESPAÑA-SONORA,054 - Parque España - Sonora,S/N,06700,CON,Condesa,,50,19.416215,-99.170825,"BIKE,TPV",51,58,63,,,"19.416215,-99.170825"
122,122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,122 - José María Vértiz-Av. Dr. Río de la Loza,S/N,06500,DOC,Doctores,,99,19.425502,-99.146337,BIKE,108,110,,,,"19.425502,-99.146337"
11,11 RIO AMAZONAS-RIO LERMA,011 - Río Amazonas - Rio Lerma,S/N,06500,CUA,Cuauhtémoc,,3,19.430992,-99.163593,BIKE,12,19,,,,"19.430992,-99.163593"
465,465 LAGUNA DE GINEBRA-LAGO WETTER,465 LAGUNA DE GINEBRA-LAGO WETTER,S/N,,CUP,Cuauhtémoc Pensil,,243,19.445039,-99.194078,BIKE,244,466,,,,"19.445039,-99.194078"
237,237 ANDRÉS BELLO-ELLIOT,237 - Andrés Bello-Elliot,S/N,,1,Ampliación Granada,,193,19.426744,-99.193986,"BIKE,TPV",234,238,,,,"19.426744,-99.193986"
343,343 ENRIQUE RÉBSAMEN-DIVISIÓN DEL NORTE,343 - Enrique Rébsamen-División Del Norte,S/N,3100,DVC,Del Valle Centro,,338,19.384099,-99.160826,BIKE,341,344,,,,"19.384099,-99.160826"
293,293 MIER Y PESADO-EJE 4 SUR XOLA,293 - Mier Y Pesado-Eje 4 Sur Xola,S/N,3103,DVN,Del Valle Norte,,283,19.397373,-99.164598,"BIKE,TPV",292,294,,,,"19.397373,-99.164598"
432,432 CARRILLO PUERTO-AV. MÉXICO-COYOACÁN,432 - Carrillo Pto-Golondrinas,S/N,3340,GPM,General Pedro Maria Anaya,,442,19.361296,-99.162581,BIKE,443,444,,,,"19.361296,-99.162581"
287,287 13 DE SEPTIEMBRE-PUENTE DE LA MORENA,287 - 13 De Septiembre-Puente De La Morena,S/N,11800,ESC,Escandón,,286,19.398946,-99.183254,BIKE,288,311,,,,"19.398946,-99.183254"
301,301 LUZ SAVIÑÓN-MAGDALENA,301 - Luz Saviñón-Magdalena,S/N,3103,DVN,Del Valle Norte,,300,19.393807,-99.171133,BIKE,302,316,,,,"19.393807,-99.171133"
406,406 PARROQUIA AV. MEXICO-COYOACAN,406 - Parroquia Av. Mexico-Coyoacan,S/N,3310,SCA,Santa Cruz Atoyac,,402,19.367831,-99.163261,BIKE,407,411,,,,"19.367831,-99.163261"
332,332 SUR DE CALLE 27-AVENIDA 3,332 - Sur De Calle 27-Avenida 3,S/N,3800,SPP,San Pedro de los Pinos,,330,19.385508,-99.183809,BIKE,331,333,,,,"19.385508,-99.183809"
312,312 AVENIDA 2-CALLE 7,312 - Avenida 2-Calle 7,S/N,3800,SPP,San Pedro de los Pinos,,310,19.392634,-99.183737,"BIKE,TPV",311,328,,,,"19.392634,-99.183737"
371,371 TLACOQUEMECATL-CAPULIN,371 - Tlacoquemecatl-Capulin,S/N,3200,TLA,Tlacoquemecatl,,361,19.378542,-99.174328,BIKE,369,370,,,,"19.378542,-99.174328"
142,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,142 - San Luis Potosí-Eje 2 Pte. Monterrey,S/N,,R-N,Roma Norte,,139,19.413232,-99.164121,BIKE,145,146,,,,"19.413232,-99.164121"
348,348 INDIANA-AVENIDA SAN ANTONIO,348 - Indiana-Avenida San Antonio,S/N,3710,CDD,Ciudad de los Deportes,,347,19.385365,-99.178216,BIKE,349,350,,,,"19.385365,-99.178216"
342,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,342 - Anaxágoras-Angel Urraza Eje 6 Sur,S/N,3020,NAR,Narvarte Poniente,,341,19.381076,-99.159455,BIKE,344,359,,,,"19.381076,-99.159455"
196,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,196 - Lago Tanganica- Av. Ejército Nacional,S/N,11510,POL,Polanco,,204,19.438349,-99.192904,BIKE,244,245,,,,"19.438349,-99.192904"
35,35 LIVERPOOL-GENOVA,035 - Liverpool - Genova,S/N,06500,JUA,Juárez,,30,19.424674,-99.163292,"BIKE,TPV",34,40,,,,"19.424674,-99.163292"
27,27 REFORMA-HAVRE,027 - Reforma- Havre,S/N,06500,JUA,Juárez,,19,19.429115,-99.162614,"BIKE,TPV",26,31,,,,"19.429115,-99.162614"
24,24 REFORMA-VARSOVIA,024 - Reforma- Varsovia,S/N,06500,JUA,Juárez,,16,19.42647,-99.16822,"BIKE,TPV",23,,,,,"19.42647,-99.16822"
61,61 AVENIDA MEXICO-SONORA,061 - Avenida México - Sonora,S/N,06100,HIP,Hipódromo,,59,19.413742,-99.169525,"BIKE,TPV",63,64,70,,,"19.413742,-99.169525"
69,69 MICHOACAN-AMSTERDAM,069 - Michoacán - Amsterdam,S/N,06100,HIP,Hipódromo,,70,19.410733,-99.168111,BIKE,76,77,,,,"19.410733,-99.168111"
388,388 VALENCIA-MALAGA,388 - Valencia-Malaga,S/N,3920,INM,Insurgentes Mixcoac,,387,19.373038,-99.181355,BIKE,389,390,,,,"19.373038,-99.181355"
180,180 QUINTANA ROO-VILLA HERMOSA,180 - Quintana Roo-Villa Hermosa,S/N,,HIP,Hipódromo,,154,19.404554,-99.169953,BIKE,179,182,,,,"19.404554,-99.169953"
200,200 EMERSON-AV. EJERCITO NACIONAL,200 - Emerson-Av. Ejército Nacional,S/N,11510,POL,Polanco,,201,19.437596,-99.188785,BIKE,204,245,,,,"19.437596,-99.188785"
229,229 DICKENS-SENECA,229 - Dickens-Seneca,S/N,11510,POL,Polanco,,221,19.430515,-99.203331,BIKE,235,236,,,,"19.430515,-99.203331"
210,210 EUGENIO SUE-HORACIO,210 Eugenio Sue-Horacio,S/N,,POL,Polanco,,203,19.434076,-99.194091,BIKE,204,216,,,,"19.434076,-99.194091"
47,47 GLORIETA CIBELES-OAXACA,047 - Glorieta Cibeles - Oaxaca,S/N,06700,1,Ampliación Granada,,42,19.419515,-99.166299,"BIKE,TPV",51,56,,,,"19.419515,-99.166299"
13,13 REFORMA-RIO MISSISSIPPI,013 - Reforma - Rio Mississippi,S/N,06500,1,Ampliación Granada,,7,19.42502,-99.17231,"BIKE,TPV",14,21,,,,"19.42502,-99.17231"
361,361 PORFIRIO DÍAZ-CAPULÍN,361 - Porfirio Díaz-Capulín,S/N,3100,1,Ampliación Granada,,354,19.380709,-99.17508,BIKE,369,370,,,,"19.380709,-99.17508"
102,102 ECHEVESTE-BOLIVAR,102 - Echeveste-Bolivar,S/N,,1,Ampliación Granada,,101,19.42821,-99.13949,BIKE,104,109,,,,"19.42821,-99.13949"
154,154 TUXPAN-TLAXCALA,154 - Tuxpan-Tlaxcala,S/N,,1,Ampliación Granada,,152,19.406683,-99.167962,"BIKE,TPV",153,157,,,,"19.406683,-99.167962"
283,283 AV. COYOACÁN-RAFAEL DONDE,283 - Av. Coyoacán-Rafael Donde,S/N,3103,1,Ampliación Granada,,279,19.39827,-99.167383,BIKE,292,293,,,,"19.39827,-99.167383"
321,321 TORRES ADALID-ANAXÁGORAS,321 - Torres Adalid-Anaxágoras,S/N,3020,1,Ampliación Granada,,320,19.389477,-99.157513,BIKE,322,340,,,,"19.389477,-99.157513"
422,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),422 - Bufalo-José María Rico (Eje 8),S/N,3230,ACT,Actipan,,421,19.368356,-99.177487,BIKE,423,436,,,,"19.368356,-99.177487"
468,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,S/N,,ANI,Anáhuac I,,452,19.434183,-99.173089,BIKE,474,475,,,,"19.434183,-99.173089"
269,269 LUIS DONALDO COLOSIO-ALDAMA,269 Luis Donaldo Colosio - Aldama,S/N,,BUE,Buenavista,,176,19.442448,-99.151586,BIKE,268,273,,,,"19.442448,-99.151586"
353,353 CAROLINA-HOLBEIN,353 - Carolina-Holbein,S/N,3710,CDD,Ciudad de los Deportes,,354,19.382168,-99.178808,"BIKE,TPV",361,362,,,,"19.382168,-99.178808"
106,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,106 - San Jerónimo-José María Pino Suarez,S/N,06500,CEN,Centro,,100,19.42649,-99.133537,BIKE,101,105,,,,"19.42649,-99.133537"
108,E108 TOLSA-BALDERAS,108 - Tolsa-Balderas,S/N,06500,CEN,Centro,,33,19.427305,-99.149533,ELECTRIC_BIKE,98,107,260,,,"19.427305,-99.149533"
29,29 REFORMA-BUCARELI,029 - Reforma - Bucareli,S/N,06500,CEN,Centro,,41,19.434913,-99.149939,"BIKE,TPV",,,,,,"19.434913,-99.149939"
258,258 CIRCUITO INTERIOR-JUAN ESCUTIA,258 - Circuito Interior-Juan Escutia,S/N,,CON,Condesa,,36,19.4167,-99.1791,BIKE,49,53,,,,"19.4167,-99.1791"
398,398 SANCHEZ AZCONA-FELIX CUEVAS,398 - Sanchez Azcona-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,397,19.37103,-99.16566,BIKE,399,400,,,,"19.37103,-99.16566"
434,E434 JOSE MARÍA OLLOQUI-AMORES,434 - Jose María Olloqui-Amores,S/N,3104,DVS,Del Valle Sur,,391,19.363741,-99.171268,ELECTRIC_BIKE,433,435,,,,"19.363741,-99.171268"
79,79 SALTILLO-ALFONSO REYES,079 - Saltillo - Alfonso Reyes,S/N,06100,HIP,Hipódromo,,75,19.407534,-99.174427,BIKE,80,83,,,,"19.407534,-99.174427"
346,346 SAN FRANCISCO-SANTA MARGARITA,346 - San Francisco-Santa Margarita,S/N,3100,ISB,Insurgentes San Borja,,334,19.385019,-99.174077,BIKE,335,345,,,,"19.385019,-99.174077"
117,117 LONDRES-NAPOLES,117 - Londres-Napoles,S/N,06500,JUA,Juárez,,116,19.427132,-99.160369,BIKE,118,,,,,"19.427132,-99.160369"
32,32 LONDRES-SEVILLA,032 - Londres - Sevilla,S/N,06500,JUA,Juárez,,22,19.422705,-99.169922,BIKE,38,39,,,,"19.422705,-99.169922"
34,34 LIVERPOOL-GENOVA,034 - Liverpool - Genova,S/N,05600,JUA,Juárez,,30,19.424725,-99.163331,BIKE,33,35,,,,"19.424725,-99.163331"
327,E327 GEORGIA -PENNSYLVANIA,327 - Georgia -Pennsylvania,S/N,3810,NAP,Nápoles,,300,19.38885,-99.17772,ELECTRIC_BIKE,314,326,,,,"19.38885,-99.17772"
367,367 BOSTON -AUGUSTO RODÍN,367 - Boston -Augusto Rodín,S/N,3720,NBU,Noche Buena,,362,19.37946,-99.181632,BIKE,363,366,,,,"19.37946,-99.181632"
235,235 CAMPOS ELISEOS-MOLIERE,235 - Campos Eliseos-Moliere,S/N,,POL,Polanco,,229,19.42933,-99.20218,BIKE,230,236,,,,"19.42933,-99.20218"
198,198 SÓCRATES-EJERCITO NACIONAL,198 - Sócrates-Ejercito Nacional,S/N,,POL,Polanco,,240,19.438168,-99.203888,"BIKE,TPV",241,,,,,"19.438168,-99.203888"
207,207 TASSO-HOMERO,207 - Tasso-Homero,S/N,11510,POL,Polanco,,205,19.434861,-99.183322,BIKE,217,226,,,,"19.434861,-99.183322"
403,403 UXMAL-MUNICIPIO LIBRE,403 - Uxmal-Municipio Libre,S/N,3310,SCA,Santa Cruz Atoyac,,401,19.371371,-99.158639,BIKE,402,405,,,,"19.371371,-99.158639"
352,352 TINTORETO-GIORGINE,352 - Tintoreto-Giorgine,S/N,3700,SMN,Santa María Nonoalco,,351,19.384114,-99.185447,"BIKE,TPV",364,365,,,,"19.384114,-99.185447"
442,442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,442 - Real De Mayorazgo-Avenida México-Coyoacan,S/N,3330,XOC,Xoco,,432,19.359905,-99.1653,"BIKE,TPV",443,444,,,,"19.359905,-99.1653"
448,448 DR. ANDRADE - ARCOS DE BELÉN,DR. ANDRADE ARCOS DE BELÉN,S/N,,,,,448,19.426611,-99.14447,"BIKE,TPV",,,,,,"19.426611,-99.14447"
356,356 MATIAS ROMERO -ADOLFO PRIETO,356 - Matias Romero -Adolfo Prieto,S/N,3100,1,Ampliación Granada,,355,19.381292,-99.170171,BIKE,357,372,,,,"19.381292,-99.170171"
369,369 PORFIRIO DÍAZ-AV. INSURGENTES,369 - Porfirio Díaz-Av. Insurgentes,S/N,3740,1,Ampliación Granada,,367,19.379884,-99.177478,"BIKE,TPV",368,,,,,"19.379884,-99.177478"
36,36 PUEBLA-VERACRUZ,036 - Puebla - Veracruz,S/N,06140,1,Ampliación Granada,,37,19.419725,-99.175778,"BIKE,TPV",41,44,,,,"19.419725,-99.175778"
181,181 BENJAMIN FRANKLIN-OMETUSCO,181 - Benjamin Franklin - Ometusco,S/N,,1,Ampliación Granada,,168,19.40472,-99.17448,BIKE,169,179,,,,"19.40472,-99.17448"
271,271 AV. CENTRAL-J. MENESES,271 Av. Jesús García - J. Meneses,S/N,,1,Ampliación Granada,,266,19.443928,-99.152525,BIKE,267,272,,,,"19.443928,-99.152525"
251,251 GOETHE-DARWIN,251 - Goethe-Darwin,S/N,11510,2,Anzures,,248,19.429261,-99.17538,BIKE,249,252,,,,"19.429261,-99.17538"
249,249 SHAKESPEARE-DARWIN,249 - Shakespeare-Darwin,S/N,11510,2,Anzures,,248,19.429877,-99.177569,BIKE,250,251,,,,"19.429877,-99.177569"
246,246 LEIBNITZ-THIERS,246 - Leibnitz-Thiers,S/N,11510,2,Anzures,,207,19.434147,-99.179835,BIKE,247,248,,,,"19.434147,-99.179835"
436,436 RODRIGUEZ SARO-BUFALLO,436 - Rodriguez Saro-Bufallo,S/N,3240,ACA,Acacias,,422,19.366217,-99.177819,BIKE,423,437,,,,"19.366217,-99.177819"
93,93 PALMA NORTE-REPUBLICA DE CUBA,093 - Palma Norte-Republica de Cuba,S/N,06500,CEN,Centro,,90,19.436741,-99.134811,BIKE,91,92,,,,"19.436741,-99.134811"
97,97 REPUBLICA DE SALVADOR-PINO SUAREZ,097 - Republica de Salvador-Pino Suarez,S/N,06500,CEN,Centro,,90,19.429189,-99.132759,"BIKE,TPV",100,,,,,"19.429189,-99.132759"
99,99 ERNESTO PUGIBET-LUIS MOYA,99 - Ernesto Pugibet-Luis Moya,S/N,,CEN,Centro,,96,19.42995,-99.14591,BIKE,98,122,,,,"19.42995,-99.14591"
194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,S/N,11510,CHA,Bosque de Chapultepec,,195,19.424282,-99.180334,"BIKE,TPV",253,261,,,,"19.424282,-99.180334"
58,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,058 - Parque España - Juan de la Barrera,S/N,06140,CON,Condesa,,50,19.415680000000002,-99.171793,BIKE,54,61,63,,,"19.41568,-99.171793"
7,7 RIO ELBA-RIO LERMA,007 - Río Elba - Río Lerma,S/N,06500,CUA,Cuauhtémoc,,13,19.425468,-99.175166,BIKE,14,21,28,,,"19.425468,-99.175166"
1,1 RIO SENA-RIO BALSAS,001 - Río Sena-Río Balsas,S/N,06500,CUA,Cuauhtémoc,,3,19.4335714,-99.1678091,"BIKE,TPV",8,85,,,,"19.4335714,-99.1678091"
104,104 SAN JERONIMO-ISABEL LA CATOLICA,104 - San Jerónimo-Isabel la Católica,S/N,06500,CUA,Cuauhtémoc,,101,19.427059,-99.137116,"BIKE,TPV",105,109,,,,"19.427059,-99.137116"
124,124 CLAUDIO BERNARD-DR. LICEAGA,124 - Claudio Bernard-Dr. Liceaga,S/N,06500,DOC,Doctores,,119,19.422392,-99.150358,BIKE,123,133,,,,"19.422392,-99.150358"
397,397 SAN LORENZO-GABRIEL MANCERA,397 - San Lorenzo-Gabriel Mancera,S/N,3104,DVS,Del Valle Sur,,398,19.373194,-99.167247,BIKE,399,400,,,,"19.373194,-99.167247"
75,75 ALFONSO REYES-ATLIXCO,075 - Alfonso Reyes - Atlixco,S/N,06170,H-C,Hipódromo Condesa,,73,19.408722,-99.17669,BIKE,77,78,,,,"19.408722,-99.17669"
30,30 HAMBURGO-GENOVA,030 - Hamburgo - Genova,S/N,06500,JUA,Juárez,,26,19.426442,-99.164323,"BIKE,TPV",34,35,,,,"19.426442,-99.164323"
457,E457 AV. PRADO NORTE-EXPLANADA,457 AV. PRADO NORTE-EXPLANADA,S/N,,LCH,Lomas de Chapultepec Sección V,,454,19.42703,-99.212845,ELECTRIC_BIKE,456,459,,,,"19.42703,-99.212845"
239,239 RINCON DEL BOSQUE-RUBEN DARÍO,239 - Rincon del Bosque-Ruben Dario,S/N,11510,POL,Polanco,,226,19.430153,-99.181355,BIKE,247,250,,,,"19.430153,-99.181355"
201,201 LOPE DE VEGA-EJERCITO NACIONAL,201 - Lope de Vega-Ejército Nacional,S/N,11510,POL,Polanco,,200,19.437431,-99.187215,BIKE,205,245,,,,"19.437431,-99.187215"
225,225 PETRARCA-PRESIDENTE MASARYK,225 - Petrarca-Presidente Masaryk,S/N,11510,POL,Polanco,,224,19.431172,-99.185612,BIKE,226,232,,,,"19.431172,-99.185612"
126,126 JALAPA-PUEBLA,126 - Jalapa-Puebla,S/N,,R-N,Roma Norte,,121,19.422288,-99.162138,BIKE,128,129,,,,"19.422288,-99.162138"
156,156 TEPIC-AMENALCO,156 - Tepic-Amenalco,S/N,,ROM,Roma Sur,,153,19.407121,-99.162202,BIKE,155,162,,,,"19.407121,-99.162202"
162,162 TEHUANTEPEC-MEDELLÍN,162 - Tehuantepec-Medellín,S/N,,ROM,Roma Sur,,161,19.404907,-99.162485,BIKE,165,,,,,"19.404907,-99.162485"
410,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,410 - Prolongación Tajín-Prolongación Repúblicas,S/N,3310,SCA,Santa Cruz Atoyac,,407,19.36564,-99.158063,BIKE,408,409,,,,"19.36564,-99.158063"
411,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,411 - Parroquia-Avenida México-Coyoacan,S/N,3310,SCA,Santa Cruz Atoyac,,412,19.367864,-99.163626,BIKE,425,427,,,,"19.367864,-99.163626"
380,380 MORAS-SAN LORENZO,380 - Moras-San Lorenzo,S/N,3200,TLA,Tlacoquemecatl,,392,19.374876,-99.173512,BIKE,393,394,,,,"19.374876,-99.173512"
